XTrain;YTrain;XToPredict
-10.0;67.48357076505616;65.0
-9.797979797979798;62.06645831252995;62.75777981838588
-9.595959595959595;63.7948144892995;60.556371798796036
-9.393939393939394;66.01092522327062;58.39577594123049
-9.191919191919192;55.10522537207254;56.27599224568922
-8.98989898989899;53.026335927426324;54.197020712172225
-8.787878787878787;60.05492541821647;52.158861340679515
-8.585858585858587;53.99868777697565;50.161514131211106
-8.383838383838384;45.85760715409221;48.204979083766965
-8.181818181818182;49.002056416276936;46.28925619834711
-7.979797979797979;42.09725701088922;44.41434547495153
-7.777777777777778;40.251598145728956;42.58024691358024
-7.575757575757576;41.99677187206341;40.78696051423324
-7.373737373737374;29.46808505362152;39.03448627691051
-7.171717171717171;28.698235039046914;37.32282420161208
-6.96969696969697;32.84053664213306;35.651974288337925
-6.767676767676768;28.957780935415933;34.02193653708805
-6.565656565656566;34.00394761083883;32.43271094786246
-6.363636363636363;26.344177143055102;30.884297520661157
-6.161616161616162;22.315177748807677;29.376696255484134
-5.959595959595959;35.23815099693916;27.909907152331392
-5.757575757575758;25.355048708770262;26.483930211202942
-5.555555555555555;25.436406455538386;25.098765432098766
-5.353535353535354;16.630671883951592;23.754412815018878
-5.151515151515151;19.728958737337358;22.45087235996327
-4.94949494949495;21.742757015481278;21.188144066931947
-4.747474747474747;14.211260048813392;19.966227935924906
-4.545454545454546;20.66361405867051;18.78512396694215
-4.343434343434343;14.64163871038965;17.644832159983675
-4.141414141414142;15.086883766083103;16.545352515049487
-3.9393939393939394;12.478151970992593;15.486685032139578
-3.737373737373738;23.730220633798645;14.468829711253957
-3.5353535353535355;13.424300428702944;13.491786552392613
-3.333333333333333;7.267000910776051;12.555555555555554
-3.1313131313131315;15.772861281258727;11.660136720742782
-2.929292929292929;4.701311798099177;10.805530047954289
-2.7272727272727275;11.03605351221386;9.991735537190083
-2.525252525252525;-0.57959743094872;9.218753188450158
-2.3232323232323235;1.845652757242365;8.486583001734518
-2.121212121212121;8.779531156388776;7.7952249770431585
-1.9191919191919187;10.837012014353135;7.144679114376082
-1.717171717171718;7.391786819683148;6.534945413733295
-1.5151515151515156;5.387782463173583;5.966023875114785
-1.3131313131313131;3.9323960205741155;5.437914498520559
-1.1111111111111107;-2.441992667886521;4.950617283950616
-0.9090909090909101;0.904911189431417;4.50413223140496
-0.7070707070707076;1.7952654860846469;4.0984593408835845
-0.5050505050505052;9.01920974348107;3.7335986123864915
-0.30303030303030276;5.1276414937559895;3.409550045913682
-0.10101010101010033;-5.688887135348514;3.126313641465156
0.10101010101010033;4.5043092460148895;2.883889399040915
0.30303030303030276;0.7568659165593727;2.6822773186409554
0.5050505050505052;-0.8631326012645144;2.521477400265279
0.7070707070707076;5.459871088118225;2.401489643913886
0.9090909090909083;7.477311662066532;2.322314049586777
1.1111111111111107;6.940351212864943;2.2839506172839505
1.3131313131313131;-1.909688269107785;2.286399347005408
1.5151515151515156;0.7835983594950753;2.3296602387511482
1.7171717171717162;4.070050449538991;2.4137332925211714
1.9191919191919187;7.416344143927274;2.5386185083154778
2.121212121212121;0.308444696907618;2.7043158861340677
2.3232323232323235;1.982530542657856;2.9108254259769417
2.525252525252524;-2.373527742186045;3.1581471278440962
2.7272727272727266;-2.534752128667818;3.446280991735536
2.929292929292929;7.83785612962225;3.77522701765126
3.1313131313131315;10.926185348445381;4.144985205591267
3.333333333333334;4.1955049476538875;4.555555555555556
3.5353535353535346;10.024602557004247;5.006938067544127
3.737373737373737;7.307312866795154;5.499132741556983
3.9393939393939394;2.806540804568501;6.032139577594123
4.141414141414142;8.412936603197616;6.605958575655547
4.3434343434343425;14.910772568071094;7.220589735741248
4.545454545454545;7.69690286230148;7.876033057851237
4.747474747474747;16.39550682105554;8.572288541985511
4.94949494949495;-3.789369332304654;9.309356188144069
5.1515151515151505;14.19674851820302;10.0872359963269
5.353535353535353;11.341163307724882;10.905927966534026
5.555555555555555;10.270395346436095;11.765432098765432
5.757575757575758;13.124552275698633;12.665748393021122
5.9595959595959584;3.6690322762966243;13.606876849301088
6.161616161616163;13.490458028417793;14.588817467605352
6.363636363636363;17.397133105492614;15.611570247933884
6.565656565656564;24.06460541399428;16.6751351902867
6.767676767676768;15.188161203295577;17.779512294663814
6.969696969696969;14.882233546599252;18.92470156106519
7.171717171717173;17.601917771568193;20.110702989490875
7.373737373737374;25.914527168451194;21.33751657994082
7.575757575757574;24.24889788071347;22.60514233241505
7.777777777777779;21.26477922807839;23.913580246913583
7.979797979797979;27.82916748900316;25.26283032343638
8.18181818181818;27.138280308723665;26.652892561983464
8.383838383838384;32.92699191521929;28.08376696255484
8.585858585858585;26.045188055763724;29.555453525150487
8.787878787878789;29.4296415167816;31.067952249770443
8.98989898989899;30.66072237075386;32.62126313641465
9.19191919191919;26.897811444422555;34.21538618508315
9.393939393939394;37.33092278109882;35.85032139577594
9.595959595959595;38.83134512939245;37.526068768493005
9.7979797979798;39.26819558644668;39.242628303234376
10.0;39.82706433312426;41.0
