XTrain;YTrain;XToPredict
-10.0;-1.977279573516343;5.099574136735728
-9.797979797979798;3.0025689427431095;5.1057955565699045
-9.595959595959595;3.3988331098166085;5.112405692450456
-9.393939393939394;1.1080424853562754;5.11942883146437
-9.191919191919192;4.320462219832562;5.126890778162608
-8.98989898989899;7.155073233444357;5.134818949371665
-8.787878787878787;14.574171980981658;5.143242474929007
-8.585858585858587;6.025081368871663;5.152192304712468
-8.383838383838384;6.449453275970702;5.161701322356881
-8.181818181818182;4.799574887244917;5.171804466075753
-7.979797979797979;-4.4113172194632915;5.182538857031916
-7.777777777777778;5.061374558482726;5.19394393572881
-7.575757575757576;5.507212656628661;5.206061606923528
-7.373737373737374;17.535146956020505;5.218936393594075
-7.171717171717171;4.270810776620923;5.232615600526536
-6.96969696969697;6.75488619979129;5.2471494881232275
-6.767676767676768;5.089032608544202;5.262591457070418
-6.565656565656566;-0.5643919435535123;5.278998244544148
-6.363636363636363;11.010544205250143;5.296430132675041
-6.161616161616162;9.074616333471923;5.314951170038052
-5.959595959595959;9.289789142196202;5.334629406980967
-5.757575757575758;0.8085998716825804;5.3555371456562755
-5.555555555555555;12.39172276035562;5.377751205675124
-5.353535353535354;-1.60790210760202;5.401353206359384
-5.151515151515151;8.360715335630275;5.426429866628924
-4.94949494949495;16.405351452675802;5.453073323625911
-4.747474747474747;0.5286998455934073;5.481381471246849
-4.545454545454546;2.6799696718123416;5.511458319826201
-4.343434343434343;6.04167120373134;5.543414378293134
-4.141414141414142;3.059988789624534;5.57736706020553
-3.9393939393939394;-2.1398760401775494;5.613441115153114
-3.737373737373738;5.9945839611449045;5.651769087114768
-3.5353535353535355;0.38097323282361817;5.692491801454143
-3.333333333333333;8.103721035518792;5.735758882342885
-3.1313131313131315;1.184608131343599;5.781729302512614
-2.929292929292929;13.580243992443258;5.830571967355561
-2.7272727272727275;1.9661998738387827;5.882466335519968
-2.525252525252525;4.327295497252093;5.937603078280471
-2.3232323232323235;10.06377086695447;5.996184780106121
-2.121212121212121;-0.09589489916967509;6.058426683000101
-1.9191919191919187;7.261857150366622;6.124557477345975
-1.717171717171718;12.730533913578402;6.19482014216626
-1.5151515151515156;-1.7679433349255742;6.2694728378805635
-1.3131313131313131;7.271959147505031;6.34878985484351
-1.1111111111111107;7.7324765923896965;6.433062621147579
-0.9090909090909101;10.4317151322803;6.522600773393747
-0.7070707070707076;0.43297973997376893;6.617733294364179
-0.5050505050505052;0.11652665635563686;6.718809721777019
-0.30303030303030276;9.435909260649012;6.826201432564525
-0.10101010101010033;8.425226373559191;6.940303007393261
0.10101010101010033;8.313997932169265;7.061533680439882
0.30303030303030276;8.922579927234207;7.190338879749328
0.5050505050505052;3.9270682559425594;7.327191863835013
0.7070707070707076;8.633863946339275;7.472595460534258
0.9090909090909083;9.092446281001305;7.627083914507898
1.1111111111111107;4.21946776004034;7.791224850172179
1.3131313131313131;17.29449391299896;7.965621357275179
1.5151515151515156;10.520078811339575;8.150914206780637
1.7171717171717162;2.3912667191875707;8.347784205200814
1.9191919191919187;11.839722739197889;8.55695469602874
2.121212121212121;3.905785866324008;8.779194217460615
2.3232323232323235;12.95074234488575;9.01531932617349
2.525252525252524;15.05917549257035;9.26619759753333
2.7272727272727266;5.429339221498379;9.532750813256932
2.929292929292929;14.632838994461444;9.815958348239835
3.1313131313131315;12.180765403676698;10.116860768994206
3.333333333333334;14.54686445689054;10.436563656918091
3.5353535353535346;20.260206583713373;10.776241670443635
3.737373737373737;9.910202280975087;11.137142860989439
3.9393939393939394;7.751912436787355;11.520593258574802
4.141414141414142;7.480429595816847;11.928001743944463
4.3434343434343425;8.281813800277835;12.360865225105027
4.545454545454545;12.435265590222311;12.820774137292831
4.747474747474747;15.015178160664563;13.309418286581344
4.94949494949495;15.21204705524889;13.828593058598795
5.1515151515151505;18.516122260348297;14.380206015168177
5.353535353535353;15.031293362496752;14.966283903107218
5.555555555555555;22.856650486726643;15.588980100940057
5.757575757575758;14.927298364691815;16.250582530881594
5.9595959595959584;30.5543678981129;16.953522065164805
6.161616161616163;20.828718196422805;17.700381457597775
6.363636363636363;14.208117051085374;18.493904833166788
6.565656565656564;13.982545280247084;19.337007770552646
6.767676767676768;22.64515009082119;20.232788014605262
6.969696969696969;20.06722293150744;21.184536858136696
7.171717171717173;25.765753705312353;22.195751234851894
7.373737373737374;25.636334690716616;23.270146567848894
7.575757575757574;24.04752585761282;24.41167042089718
7.777777777777779;21.390548412309506;25.624517002651533
7.979797979797979;19.33890645366382;26.913142577093144
8.18181818181818;26.049707076484573;28.282281836819678
8.383838383838384;34.018959270960146;29.736965299342785
8.585858585858585;32.35300651096218;31.282537790311164
8.787878787878789;26.695984188010875;32.92467808157082
8.98989898989899;35.535324385472244;34.669419756216335
9.19191919191919;38.44976027594111;36.52317337729693
9.393939393939394;34.073462860623344;38.49275004162901
9.595959595959595;41.354011934985174;40.58538640525754
9.7979797979798;43.099814864745625;42.80877127251563
10.0;39.45622235722222;45.171073846375336
